#	15000	0.001000	15.000000
   0.00100	1.1266456254729542e+23	7.6367323930219968e+16
   0.00200	9.7368547437654122e+21	1.0298187912806850e+16
   0.00300	1.5716149371359940e+20	3.2559092847104069e+14
   0.00400	1.5956886890297098e+19	5.7934914120047391e+13
   0.00500	3.1750277632652436e+18	1.8083570931290090e+13
   0.00600	9.0109075182436595e+17	7.4427292676538809e+12
   0.00700	3.1972144373467194e+17	3.6204319591094312e+12
   0.00800	1.3242291504512462e+17	1.9717152458575808e+12
   0.00900	6.1468214334800728e+16	1.1654166211704790e+12
   0.01000	3.1145668853988632e+16	7.3308131239393262e+11
   0.01100	1.6918389117739706e+16	4.8430182797642102e+11
   0.01200	9.7254594263737860e+15	3.3289793127060992e+11
   0.01300	5.8597469205883410e+15	2.3645681972854300e+11
   0.01400	3.6735460858997165e+15	1.7265364214342078e+11
   0.01500	2.3826108916389100e+15	1.2906923785483093e+11
   0.01600	1.5915403919891165e+15	9.8467333031626175e+10
   0.01700	1.0909351939032508e+15	7.6462060747535614e+10
   0.01800	7.6508693121848450e+14	6.0303329218391617e+10
   0.01900	5.4764184564680225e+14	4.8214949303780632e+10
   0.02000	3.9928470748658188e+14	3.9019504695270195e+10
   0.02100	2.9603493043191725e+14	3.1918290850869247e+10
   0.02200	2.2288091105699478e+14	2.6358234059707172e+10
   0.02300	1.6988386671414866e+14	2.1952879570867519e+10
   0.02400	1.3096813410013298e+14	1.8427597494453213e+10
   0.02500	1.0203278988494055e+14	1.5580570011689859e+10
   0.02600	8.0267253397251328e+13	1.3261685843963835e+10
   0.02700	6.3717545283371938e+13	1.1358024688474047e+10
   0.02800	5.1006909559272195e+13	9.7837410933187141e+09
   0.02900	4.1153065282760391e+13	8.4729249128888779e+09
   0.03000	3.3446906165198344e+13	7.3745018738108768e+09
   0.03100	2.7370866940022629e+13	6.4485498437625513e+09
   0.03200	2.2543264149363312e+13	5.6636091798023872e+09
   0.03300	1.8679877171383016e+13	4.9946989800847540e+09
   0.03400	1.5567119883411992e+13	4.4218399687389307e+09
   0.03500	1.3043099829349402e+13	3.9289446837073121e+09
   0.03600	1.0984106868941496e+13	3.5029765130527506e+09
   0.03700	9.2948801443194512e+12	3.1333073067418938e+09
   0.03800	7.9015315554572158e+12	2.8112229245182967e+09
   0.03900	6.7463553357778262e+12	2.5295398959169421e+09
   0.04000	5.7839892087283750e+12	2.2823061826947069e+09
   0.04100	4.9785526488214111e+12	2.0645660692193003e+09
   0.04200	4.3014974589650054e+12	1.8721742932801962e+09
   0.04300	3.7299817814529951e+12	1.7016482383406916e+09
   0.04400	3.2448655458685586e+12	1.5500665880303440e+09
   0.04500	2.8315923457580332e+12	1.4149687182416799e+09
   0.04600	2.4782968223877148e+12	1.2942570635472066e+09
   0.04700	2.1752654141300168e+12	1.1861374994002337e+09
   0.04800	1.9145130732752949e+12	1.0890704484095712e+09
   0.04900	1.6894494071346807e+12	1.0017306241761644e+09
   0.05000	1.4946141207178359e+12	9.2297376068341875e+08
   0.05100	1.3254664275797222e+12	8.5180901376218998e+08
   0.05200	1.1782166864489482e+12	7.8737598601123440e+08
   0.05300	1.0496912274477955e+12	7.2892553463619518e+08
   0.05400	9.3722338124646021e+11	6.7580368581517422e+08
   0.05500	8.3856528424722668e+11	6.2743810920472109e+08
   0.05600	7.5181622554317676e+11	5.8332670957271338e+08
   0.05700	6.7536421756046179e+11	5.4302797505703127e+08
   0.05800	6.0783817923904333e+11	5.0615278765862590e+08
   0.05900	5.4806866850349274e+11	4.7235745473984063e+08
   0.06000	4.9505552721667474e+11	4.4133776320248735e+08
   0.06100	4.4794113509485791e+11	4.1282389276559395e+08
   0.06200	4.0598823059263361e+11	3.8657605299682915e+08
   0.06300	3.6856146279288904e+11	3.6238073177048153e+08
   0.06400	3.3511200125807666e+11	3.4004746165224707e+08
   0.06500	3.0514326454305231e+11	3.1940672151433945e+08
   0.06600	2.7824873688126410e+11	3.0030735709960854e+08
   0.06700	2.5407435428013907e+11	2.8261365791414213e+08
   0.06800	2.3231112060129755e+11	2.6620358894531333e+08
   0.06900	2.1268884625037518e+11	2.5096724564923128e+08
   0.07000	1.9497082671579266e+11	2.3680550151854059e+08
   0.07100	1.7894930982446225e+11	2.2362882208471945e+08
   0.07200	1.6444162642946283e+11	2.1135622303449038e+08
   0.07300	1.5128688042008511e+11	1.9991435334769660e+08
   0.07400	1.3934311133568015e+11	1.8923668709294334e+08
   0.07500	1.2848485718256334e+11	1.7926280982917705e+08
   0.07600	1.1860105686917564e+11	1.6993778752380225e+08
   0.07700	1.0959324144892876e+11	1.6121160756698981e+08
   0.07800	1.0137397146417039e+11	1.5303868288410342e+08
   0.07900	9.3865484419173157e+10	1.4537741136244345e+08
   0.08000	8.6998522018897934e+10	1.3818978384713018e+08
   0.08100	8.0711311491866852e+10	1.3144103485095365e+08
   0.08200	7.4948679231480194e+10	1.2509933088704236e+08
   0.08300	6.9661278272611755e+10	1.1913549199023828e+08
   0.08400	6.4804913877474747e+10	1.1352274255907094e+08
   0.08500	6.0339953825322914e+10	1.0823648813864078e+08
   0.08600	5.6229146444719269e+10	1.0325418680394162e+08
   0.08700	5.2440846992043449e+10	9.8555156662664801e+07
   0.08800	4.8946545848943268e+10	9.4120331801157415e+07
   0.08900	4.5720528445265656e+10	8.9932120267989591e+07
   0.09000	4.2739575158007912e+10	8.5974275870064914e+07
   0.09100	3.9982696137585030e+10	8.2231782313694432e+07
   0.09200	3.7430896692715340e+10	7.8690748391569406e+07
   0.09300	3.5066969448184471e+10	7.5338313064363927e+07
   0.09400	3.2875309990247902e+10	7.2162559415481701e+07
   0.09500	3.0841753144767490e+10	6.9152436571563601e+07
   0.09600	2.8953427403718571e+10	6.6297688781808659e+07
   0.09700	2.7198625335214409e+10	6.3588790937672272e+07
   0.09800	2.5566688088090218e+10	6.1016889892597951e+07
   0.09900	2.4047902340653179e+10	5.8573751010419197e+07
   0.10000	2.2633408249771839e+10	5.6251709432068273e+07
   0.10100	2.1315117135580383e+10	5.4043625604232870e+07
   0.10200	2.0085637792568741e+10	5.1942844661465056e+07
   0.10300	1.8938210453006302e+10	4.9943159295714229e+07
   0.10400	1.7866647546311939e+10	4.8038775784976184e+07
   0.10500	1.6865280500534643e+10	4.6224282886289895e+07
   0.10600	1.5928911921600359e+10	4.4494623328167006e+07
   0.10700	1.5052544086706148e+10	4.2845079887683406e+07
   0.10800	1.4231835924018244e+10	4.1271249639147639e+07
   0.10900	1.3462795382164030e+10	3.9769008150922716e+07
   0.11000	1.2741748639161354e+10	3.8334489627440900e+07
   0.11100	1.2065312261398438e+10	3.6964068621779412e+07
   0.11200	1.1430368008362886e+10	3.5654343182803474e+07
   0.11300	1.0834040012363058e+10	3.4402119313636638e+07
   0.11400	1.0273674092103678e+10	3.3204396629688218e+07
   0.11500	9.7468189851551285e+09	3.2058355114791889e+07
   0.11600	9.2512093075145168e+09	3.0961342883309625e+07
   0.11700	8.7847500689639587e+09	2.9910864864439391e+07
   0.11800	8.3455025911084757e+09	2.8904572332529601e+07
   0.11900	7.9316716911021433e+09	2.7940253214033622e+07
   0.12000	7.5415940083913460e+09	2.7015823107909564e+07
   0.12100	7.1737273645320587e+09	2.6129316961851895e+07
   0.12200	6.8266410574611816e+09	2.5278881351792574e+07
   0.12300	6.4990070016841764e+09	2.4462767316683866e+07
   0.12400	6.1895916348265667e+09	2.3679323704721041e+07
   0.12500	5.8972485190114517e+09	2.2926990990923580e+07
   0.12600	5.6209115726801796e+09	2.2204295529406514e+07
   0.12700	5.3595888748662872e+09	2.1509844206773654e+07
   0.12800	5.1123120561541119e+09	2.0842322341625780e+07
   0.12900	4.8782273801270828e+09	2.0200488704013720e+07
   0.13000	4.6565388631794662e+09	1.9583168011888858e+07
   0.13100	4.4465039812104273e+09	1.8989246975012910e+07
   0.13200	4.2474297234380150e+09	1.8417670602496717e+07
   0.13300	4.0586689630733805e+09	1.7867438754705429e+07
   0.13400	3.8796171174185405e+09	1.7337602921794008e+07
   0.13500	3.7097090724939923e+09	1.6827263212533623e+07
   0.13600	3.5484163495948186e+09	1.6335565538367832e+07
   0.13700	3.3952444932417135e+09	1.5861698978808327e+07
   0.13800	3.2497306618598843e+09	1.5404893315352937e+07
